weapon_id,Name,Rarity,Class,Element,Type,Impact,Range,Shield Duration,Handling,Reload Speed,Aim Assistance,Inventory Size,Airborne Effectiveness,Rounds Per Minute,Charge Time,Magazine,Perks/0,Perks/1,Perks/2,Perks/3,Perks/4,Perks/5,Perks/6,Perks/7,Perks/8,Perks/9,Perks/10,Perks/11,Perks/12,Perks/13,Perks/14,Perks/15,Perks/16,Perks/17,Perks/18,Perks/19,Perks/20,Perks/21,Stability,Zoom,Recoil,Accuracy,Draw Time,Velocity,Perks/22,Perks/23,Perks/24,Perks/25,Perks/26,Perks/27,Perks/28,Perks/29,Perks/30,Perks/31,Perks/32,Perks/33,Perks/34,Perks/35,Perks/36,Blast Radius,Swing Speed,Guard Efficiency,Guard Resistance,Charge Rate,Ammo Capacity,Perks/37,Perks/38,Perks/39,Perks/40,Perks/41,Perks/42,Perks/43,Perks/44,Perks/45,Perks/46,Perks/47,Perks/48,Perks/49,Perks/50,Perks/51,Perks/52,Perks/53,Perks/54,Perks/55,Perks/56,Perks/57,Perks/58,Perks/59,Perks/60,Perks/61,Perks/62,Perks/63,Perks/64,Perks/65,Perks/66
2516360525,PURPOSE,Legendary,Any,Kinetic,Scout Rifle,60,35,,69,55,72,55,10,200,,16,Lightweight Frame,Extended Barrel,Smallbore,Fluted Barrel,Slideshot,Hip-Fire Grip,Explosive Payload,,,,,,,,,,,,,,,,44,20,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535742959,RANDY'S THROWING KNIFE,Legendary,Any,Kinetic,Scout Rifle,45,23,,20,28,63,48,10,260,,17,Rapid-Fire Frame,Fluted Barrel,Extended Mag,Rapid Hit,Snapshot Sights,Zen Moment,Kill Clip,,,,,,,,,,,,,,,,39,20,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107446438,SERVANT LEADER,Legendary,Any,Kinetic,Scout Rifle,45,24,,18,29,67,50,10,260,,17,Rapid-Fire Frame,Arrowhead Brake,Steady Rounds,Tunnel Vision,Multikill Clip,Rapid-Fire Frame,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Fluted Barrel,Polygonal Rifling,Smallbore,Hammer-Forged Rifling,Extended Barrel,Full Bore,Tactical Mag,Steady Rounds,Flared Magwell,Appended Mag,Extended Mag,Accurized Rounds,Alloy Magazine,42,26,54,,,,Surplus,Outlaw,Rapid Hit,Fourth Time's the Charm,Shoot to Loot,Subsistence,Tunnel Vision,Heating Up,Killing Wind,No Distractions,Underdog,Hip-Fire Grip,Rampage,Kill Clip,Osmosis,,,,,,,Unrelenting,One for All,Frenzy,Snapshot Sights,Adrenaline Junkie,Multikill Clip,Harmony,Thresh,Wellspring,Gun and Run,Range,Stability,Handling,Reload Speed,Major Spec,Targeting Adjuster,Backup Mag,Minor Spec,Counterbalance Stock,Full Auto Retrofit,Boss Spec,,,,,,,,,
3435238842,SONG OF JUSTICE VI,Legendary,Any,Kinetic,Scout Rifle,67,70,,29,32,39,50,10,150,,12,High-Impact Frame,SC Holo,LD Watchdog,Armor-Piercing Rounds,Extended Mag,Auto-Loading Holster,,,,,,,,,,,,,,,,,18,21,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982711279,TALONS OF THE EAGLE,Legendary,Any,Kinetic,Scout Rifle,67,68,,26,32,30,59,10,150,,14,High-Impact Frame,Polygonal Rifling,Extended Barrel,Appended Mag,Drop Mag,Outlaw,Rampage,High-Impact Frame,Arrowhead Brake,Fluted Barrel,Smallbore,Chambered Compensator,Extended Barrel,Corkscrew Rifling,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Tactical Mag,Appended Mag,Extended Mag,Accurized Rounds,Drop Mag,29,21,71,,,,Steady Rounds,Alloy Magazine,Flared Magwell,Outlaw,Firmly Planted,Full Auto Trigger System,Zen Moment,Threat Detector,Explosive Payload,Ambitious Assassin,Rampage,Opening Shot,Moving Target,Hip-Fire Grip,Stability,,,,,,,Reload Speed,Range,Handling,Targeting Adjuster,Counterbalance Stock,Full Auto Retrofit,Backup Mag,Major Spec,Minor Spec,Boss Spec,,,,,,,,,,,,,,,,,,,,
1366394399,TEARS OF CONTRITION,Legendary,Any,Kinetic,Scout Rifle,62,47,,46,39,60,53,13,180,,16,Precision Frame,Arrowhead Brake,Accurized Rounds,Perpetual Motion,Explosive Payload,Extrovert,Precision Frame,Polygonal Rifling,Extended Barrel,Chambered Compensator,Smallbore,Corkscrew Rifling,Full Bore,Hammer-Forged Rifling,Arrowhead Brake,Fluted Barrel,Drop Mag,Steady Rounds,Alloy Magazine,Appended Mag,Flared Magwell,Extended Mag,49,19,70,,,,Tactical Mag,Accurized Rounds,Perpetual Motion,Auto-Loading Holster,Well-Rounded,No Distractions,Triple Tap,Compulsive Reloader,Perpetual Motion Enhanced,Well-Rounded,No Distractions,Compulsive Reloader,Opening Shot,Mulligan,Vorpal Weapon,,,,,,,Explosive Payload,Fourth Time's the Charm,Focused Fury,Mulligan,Vorpal Weapon,Fourth Time's the Charm,Focused Fury,Extrovert,Range,Reload Speed,Stability,Handling,Full Auto Retrofit,Major Spec,Backup Mag,Minor Spec,Targeting Adjuster,Boss Spec,Counterbalance Stock,Taken Spec,,,,,,,,,,
541053086,TELEMACHUS-C,Legendary,Any,Kinetic,Scout Rifle,67,63,,23,32,30,53,10,150,,13,High-Impact Frame,SD Thermal,LD Watchdog,High-Caliber Rounds,Tactical Mag,Zen Moment,,,,,,,,,,,,,,,,,20,20,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826803617,THE DREAM,Legendary,Any,Kinetic,Scout Rifle,67,68,,24,32,33,48,10,150,,14,High-Impact Frame,Red Dot 2 MOA,Red Dot Micro,Rifle Scope ST,Armor-Piercing Rounds,Extended Mag,Snapshot Sights,,,,,,,,,,,,,,,,23,21,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890960908,THE GUIDING SIGHT,Legendary,Any,Kinetic,Scout Rifle,67,65,,27,36,30,40,10,150,,13,High-Impact Frame,Cleanshot IS,Red Dot 2 MOA,Rifle Scope ST,Tactical Mag,Armor-Piercing Rounds,Pulse Monitor,,,,,,,,,,,,,,,,24,21,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641430382,THE GUIDING SIGHT,Legendary,Any,Kinetic,Scout Rifle,67,65,,27,36,30,40,10,150,,13,High-Impact Frame,Cleanshot IS,Tactical Mag,Slideshot,Vorpal Weapon,High-Impact Frame,Cleanshot IS,Hitmark IS,Red Dot Micro,Rifle Scope ST,Rifle Scope SSF,Red Dot 2 MOA,Armor-Piercing Rounds,Extended Mag,Appended Mag,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,Alloy Magazine,Rapid Hit,Surplus,24,21,75,,,,Ambitious Assassin,Slideshot,Quickdraw,Hip-Fire Grip,Vorpal Weapon,One for All,Iron Grip,Iron Gaze,Zen Moment,Osmosis,Range,Stability,Handling,Reload Speed,Targeting Adjuster,,,,,,,Backup Mag,Full Auto Retrofit,Major Spec,Counterbalance Stock,Minor Spec,Boss Spec,Icarus Grip,,,,,,,,,,,,,,,,,,,,,,,
2478792241,THE SCHOLAR,Legendary,Any,Kinetic,Scout Rifle,67,66,,30,31,32,50,21,150,,13,High-Impact Frame,Fluted Barrel,Ricochet Rounds,Opening Shot,No Distractions,High-Impact Frame,Fluted Barrel,Smallbore,Corkscrew Rifling,Hammer-Forged Rifling,Arrowhead Brake,Chambered Compensator,Extended Barrel,Full Bore,Polygonal Rifling,Extended Mag,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Alloy Magazine,Flared Magwell,21,21,80,,,,Light Mag,Opening Shot,Slideways,Quickdraw,Underdog,Full Auto Trigger System,Vorpal Weapon,Elemental Capacitor,Snapshot Sights,Celerity,No Distractions,Range,Stability,Handling,Reload Speed,,,,,,,Targeting Adjuster,Full Auto Retrofit,Backup Mag,Counterbalance Stock,Major Spec,Icarus Grip,Minor Spec,Boss Spec,,,,,,,,,,,,,,,,,,,,,,
2386979999,THE SCHOLAR (ADEPT),Legendary,Any,Kinetic,Scout Rifle,67,66,,30,31,32,50,21,150,,13,High-Impact Frame,Smallbore,Ricochet Rounds,Quickdraw,Snapshot Sights,High-Impact Frame,Fluted Barrel,Smallbore,Corkscrew Rifling,Hammer-Forged Rifling,Arrowhead Brake,Chambered Compensator,Extended Barrel,Full Bore,Polygonal Rifling,Extended Mag,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Alloy Magazine,Flared Magwell,21,21,80,,,,Light Mag,Opening Shot,Slideways,Quickdraw,Underdog,Full Auto Trigger System,Vorpal Weapon,Elemental Capacitor,Snapshot Sights,Celerity,No Distractions,Stability,Range,Handling,Reload Speed,,,,,,,Adept Range,Adept Stability,Adept Big Ones Spec,Full Auto Retrofit,Adept Targeting,Targeting Adjuster,Adept Mag,Boss Spec,,,,,,,,,,,,,,,,,,,,,,
3799980700,TRANSFIGURATION,Legendary,Any,Kinetic,Scout Rifle,67,74,,29,25,29,55,10,150,,14,High-Impact Frame,Fluted Barrel,Light Mag,Outlaw,Explosive Payload,High-Impact Frame,Fluted Barrel,Hammer-Forged Rifling,Smallbore,Arrowhead Brake,Corkscrew Rifling,Polygonal Rifling,Chambered Compensator,Extended Barrel,Full Bore,Accurized Rounds,Drop Mag,Tactical Mag,Steady Rounds,Extended Mag,Alloy Magazine,Rampage,22,21,78,,,,Triple Tap,Auto-Loading Holster,Zen Moment,Kill Clip,Ambitious Assassin,Opening Shot,Moving Target,Reload Speed,Range,Stability,Handling,Full Auto Retrofit,Targeting Adjuster,Backup Mag,Counterbalance Stock,,,,,,,Major Spec,Minor Spec,Boss Spec,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957603605,WRONG SIDE OF RIGHT,Legendary,Any,Kinetic,Scout Rifle,67,60,,20,25,39,50,10,150,,13,High-Impact Frame,Drop Mag,Outlaw,Explosive Payload,High-Impact Frame,Devil Scope D2,Dusk Scope D2,Wolf Sight W1,King Sight K1,Dusk Sight D1,Wolf Dot W2,King Dot K2,Dusk Dot D1,Accurized Rounds,Drop Mag,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,Hip-Fire Grip,20,21,70,,,,Outlaw,Auto-Loading Holster,Full Auto Trigger System,Moving Target,Opening Shot,Explosive Payload,Threat Detector,Firmly Planted,Triple Tap,Zen Moment,Rampage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697682876,ASTRAL HORIZON,Legendary,Any,Kinetic,Shotgun,80,24,,28,33,34,40,2,55,,4,Aggressive Frame,Rifled Barrel,Assault Mag,Slideshot,Elemental Capacitor,Aggressive Frame,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,Rifled Barrel,Smoothbore,Appended Mag,Tactical Mag,Extended Mag,Assault Mag,Accurized Rounds,Steady Rounds,Light Mag,Auto-Loading Holster,Lead from Gold,Surplus,27,12,62,,,,Pulse Monitor,Slideshot,Field Prep,Threat Detector,Dual Loader,Demolitionist,Trench Barrel,Celerity,Opening Shot,Elemental Capacitor,Swashbuckler,One-Two Punch,Killing Wind,Range,Handling,,,,,,,Reload Speed,Stability,Icarus Grip,Quick Access Sling,Freehand Grip,Targeting Adjuster,Major Spec,Sprint Grip,Backup Mag,Boss Spec,,,,,,,,,,,,,,,,,,,,
532746994,ASTRAL HORIZON (ADEPT),Legendary,Any,Kinetic,Shotgun,80,24,,28,33,34,40,2,55,,4,Aggressive Frame,Smallbore,Tactical Mag,Threat Detector,Elemental Capacitor,Aggressive Frame,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,Rifled Barrel,Smoothbore,Appended Mag,Tactical Mag,Extended Mag,Assault Mag,Accurized Rounds,Steady Rounds,Light Mag,Auto-Loading Holster,Lead from Gold,Surplus,27,12,62,,,,Pulse Monitor,Slideshot,Field Prep,Threat Detector,Dual Loader,Demolitionist,Trench Barrel,Celerity,Opening Shot,Elemental Capacitor,Swashbuckler,One-Two Punch,Killing Wind,Range,Handling,,,,,,,Stability,Reload Speed,Adept Range,Adept Icarus Grip,Adept Handling,Adept Big Ones Spec,Icarus Grip,Adept Targeting,Quick Access Sling,Boss Spec,,,,,,,,,,,,,,,,,,,,
731147179,BALIGANT,Legendary,Any,Kinetic,Shotgun,80,20,,22,30,28,30,2,55,,5,Aggressive Frame,Full Choke,Rifled Barrel,Steady Rounds,Flared Magwell,Snapshot Sights,,,,,,,,,,,,,,,,,21,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461377698,BALIGANT XU7743,Legendary,Any,Kinetic,Shotgun,80,20,,22,30,28,30,2,55,,5,Aggressive Frame,Full Choke,Rifled Barrel,Steady Rounds,Flared Magwell,Air Assault,Aggressive Frame,Rifled Barrel,Barrel Shroud,Corkscrew Rifling,Full Choke,Smoothbore,Smallbore,Assault Mag,Appended Mag,Tactical Mag,Extended Mag,Accurized Rounds,Steady Rounds,Light Mag,Slideshot,Threat Detector,21,12,72,,,,Full Auto Trigger System,Air Assault,Field Prep,Pulse Monitor,Rampage,Outlaw,Auto-Loading Holster,Snapshot Sights,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782847179,BLASPHEMER,Legendary,Any,Kinetic,Shotgun,70,58,,43,43,61,48,2,65,,6,Pinpoint Slug Frame,Hammer-Forged Rifling,Accurized Rounds,High-Caliber Rounds,Quickdraw,Opening Shot,Pinpoint Slug Frame,Arrowhead Brake,Fluted Barrel,Smallbore,Corkscrew Rifling,Hammer-Forged Rifling,Chambered Compensator,Extended Barrel,Full Bore,Polygonal Rifling,Assault Mag,Appended Mag,Tactical Mag,Accurized Rounds,Extended Mag,Steady Rounds,40,12,60,,,,Light Mag,Quickdraw,Surplus,Fourth Time's the Charm,Threat Detector,Genesis,Auto-Loading Holster,Pulse Monitor,Outlaw,Snapshot Sights,Dual Loader,Hip-Fire Grip,Swashbuckler,Rampage,Osmosis,,,,,,,Opening Shot,Moving Target,Thresh,Hip-Fire Grip,Triple Tap,Range,Handling,Reload Speed,Stability,Icarus Grip,Targeting Adjuster,Major Spec,Boss Spec,Backup Mag,Freehand Grip,Quick Access Sling,Counterbalance Stock,,,,,,,,,,,,,
636912560,DUST ROCK BLUES,Legendary,Any,Kinetic,Shotgun,70,65,,34,41,75,38,2,65,,5,Precision Frame,Barrel Shroud,Smoothbore,Appended Mag,High-Caliber Rounds,Moving Target,Slideshot,Auto-Loading Holster,Rampage,Precision Frame,Rifled Barrel,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,Assault Mag,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Accurized Rounds,45,12,64,,,,Light Mag,Slideshot,Threat Detector,Field Prep,Moving Target,Pulse Monitor,Rampage,Grave Robber,Snapshot Sights,Full Auto Trigger System,Auto-Loading Holster,Shifting Loyalties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821430069,FORTISSIMO-11,Legendary,Any,Kinetic,Shotgun,70,61,,56,50,57,45,1,65,,5,Pinpoint Slug Frame,Full Bore,Tactical Mag,Fourth Time's the Charm,Elemental Capacitor,Vanguard's Vindication,Suros Synergy,Pinpoint Slug Frame,Fluted Barrel,Hammer-Forged Rifling,Arrowhead Brake,Corkscrew Rifling,Chambered Compensator,Extended Barrel,Full Bore,Polygonal Rifling,Smallbore,Assault Mag,Appended Mag,Tactical Mag,Accurized Rounds,Extended Mag,46,12,55,,,,Steady Rounds,Light Mag,Demolitionist,Feeding Frenzy,Unrelenting,Fourth Time's the Charm,Subsistence,Perpetual Motion,Threat Detector,Surplus,Steady Hands,Lead from Gold,Pulse Monitor,Outlaw,Adrenaline Junkie,,,,,,,Focused Fury,Osmosis,Frenzy,Surrounded,Vorpal Weapon,Moving Target,Opening Shot,Turnabout,Elemental Capacitor,Adagio,Wellspring,Vanguard's Vindication,Suros Synergy,Range,Handling,Reload Speed,Stability,Major Spec,Boss Spec,Backup Mag,Targeting Adjuster,Icarus Grip,Quick Access Sling,Freehand Grip,Counterbalance Stock,,,,,
3184681056,FRACTETHYST,Legendary,Any,Kinetic,Shotgun,70,62,,41,50,72,45,2,65,,5,Precision Frame,Rifled Barrel,Accurized Rounds,Ensemble,Opening Shot,Precision Frame,Smallbore,Corkscrew Rifling,Barrel Shroud,Full Choke,Rifled Barrel,Smoothbore,Assault Mag,Appended Mag,Tactical Mag,Accurized Rounds,Light Mag,Extended Mag,Steady Rounds,Slideshot,Dual Loader,Full Auto Trigger System,45,12,75,,,,Lead from Gold,Quickdraw,Ensemble,Adrenaline Junkie,Thresh,Trench Barrel,Harmony,Opening Shot,Adagio,Range,Handling,Stability,Reload Speed,Icarus Grip,Quick Access Sling,,,,,,,Freehand Grip,Major Spec,Targeting Adjuster,Backup Mag,Sprint Grip,Boss Spec,,,,,,,,,,,,,,,,,,,,,,,,
1807343361,HAWTHORNE'S FIELD-FORGED SHOTGUN,Legendary,Any,Kinetic,Shotgun,65,45,,60,60,45,10,2,80,,7,Lightweight Frame,Rifled Barrel,Smoothbore,Assault Mag,Full Auto Trigger System,Eye of the Storm,Lightweight Frame,Rifled Barrel,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,Assault Mag,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Accurized Rounds,Light Mag,Full Auto Trigger System,Firmly Planted,30,12,60,,,,Field Prep,Grave Robber,Underdog,Eye of the Storm,Demolitionist,Surrounded,One-Two Punch,Opening Shot,Hip-Fire Grip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731147177,HAWTHORNE'S FIELD-FORGED SHOTGUN,Legendary,Any,Kinetic,Shotgun,65,45,,60,60,45,10,2,80,,7,Lightweight Frame,Rifled Barrel,Smoothbore,Tactical Mag,Assault Mag,Full Auto Trigger System,,,,,,,,,,,,,,,,,30,12,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248569242,HERITAGE,Legendary,Any,Kinetic,Shotgun,70,68,,70,45,68,49,5,65,,6,Pinpoint Slug Frame,Corkscrew Rifling,Assault Mag,Reconstruction,Recombination,Pinpoint Slug Frame,Extended Barrel,Polygonal Rifling,Chambered Compensator,Smallbore,Corkscrew Rifling,Full Bore,Hammer-Forged Rifling,Arrowhead Brake,Fluted Barrel,Extended Mag,Steady Rounds,Appended Mag,Light Mag,Tactical Mag,Assault Mag,Accurized Rounds,43,12,60,,,,Outlaw,Dual Loader,Auto-Loading Holster,Demolitionist,Hip-Fire Grip,Slideshot,Pugilist,Reconstruction,Threat Detector,Demolitionist,Pugilist,Reconstruction,Thresh,Unrelenting,Snapshot Sights,,,,,,,Moving Target,Offhand Strike,Killing Wind,Swashbuckler,Recombination,Focused Fury,Offhand Strike,Killing Wind,Swashbuckler,Recombination,Focused Fury,Bray Inheritance,Range,Handling,Stability,Reload Speed,Boss Spec,Major Spec,Backup Mag,Targeting Adjuster,Icarus Grip,Taken Spec,Quick Access Sling,Freehand Grip,,,,,,
2919334548,IMPERIAL DECREE,Legendary,Any,Kinetic,Shotgun,80,29,,31,34,35,39,2,55,,4,Aggressive Frame,Barrel Shroud,Accurized Rounds,Grave Robber,Trench Barrel,Aggressive Frame,Rifled Barrel,Full Choke,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Accurized Rounds,Assault Mag,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Light Mag,Full Auto Trigger System,Feeding Frenzy,Slideshot,29,12,80,,,,Grave Robber,Threat Detector,Pulse Monitor,Swashbuckler,Rampage,Trench Barrel,Snapshot Sights,Moving Target,Auto-Loading Holster,"Unhearing, to Be Told",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531963421,NO REPRIEVE,Legendary,Any,Kinetic,Shotgun,70,62,,65,46,38,41,2,65,,6,Pinpoint Slug Frame,Corkscrew Rifling,Accurized Rounds,Feeding Frenzy,Headstone,Right Hook,Pinpoint Slug Frame,Extended Barrel,Polygonal Rifling,Chambered Compensator,Smallbore,Corkscrew Rifling,Full Bore,Hammer-Forged Rifling,Arrowhead Brake,Fluted Barrel,Extended Mag,Steady Rounds,Appended Mag,Light Mag,Tactical Mag,Assault Mag,43,12,46,,,,Accurized Rounds,Feeding Frenzy,Stats for All,Steady Hands,Surplus,Triple Tap,Outlaw,Pugilist,Feeding Frenzy,Stats for All,Steady Hands,Surplus,Pugilist,Wellspring,Snapshot Sights,,,,,,,Surrounded,Focused Fury,Harmony,Headstone,Swashbuckler,Wellspring,Surrounded,Focused Fury,Harmony,Headstone,Swashbuckler,Right Hook,Range,Handling,Stability,Reload Speed,Major Spec,Backup Mag,Boss Spec,Targeting Adjuster,Quick Access Sling,Freehand Grip,Counterbalance Stock,,,,,,,
1016668089,ONE SMALL STEP,Legendary,Any,Kinetic,Shotgun,65,25,,40,61,68,53,2,140,,7,Rapid-Fire Frame,Barrel Shroud,Smoothbore,Flared Magwell,Steady Rounds,Grave Robber,Snapshot Sights,One-Two Punch,Rapid-Fire Frame,Full Choke,Rifled Barrel,Smallbore,Barrel Shroud,Corkscrew Rifling,Smoothbore,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Light Mag,Steady Rounds,Surplus,31,12,60,,,,Auto-Loading Holster,Feeding Frenzy,Lead from Gold,Slideshot,Firmly Planted,Grave Robber,Threat Detector,Quickdraw,Slideways,Pulse Monitor,Dual Loader,Swashbuckler,One-Two Punch,Trench Barrel,Thresh,,,,,,,Hip-Fire Grip,Moving Target,Rampage,Snapshot Sights,Opening Shot,One for All,Unrelenting,Osmosis,Range,Handling,Reload Speed,Stability,Major Spec,Boss Spec,Backup Mag,Quick Access Sling,Freehand Grip,Targeting Adjuster,Sprint Grip,Icarus Grip,,,,,,,,,,
2217366863,PARCEL OF STARDUST,Legendary,Any,Kinetic,Shotgun,65,46,,68,56,52,26,2,80,,6,Lightweight Frame,Full Choke,Assault Mag,Opening Shot,Quickdraw,Lightweight Frame,Full Choke,Rifled Barrel,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Assault Mag,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Light Mag,Opening Shot,Slideshot,Threat Detector,39,12,53,,,,Full Auto Trigger System,Snapshot Sights,Rampage,Outlaw,Moving Target,Auto-Loading Holster,Pulse Monitor,Meteor Shower,Fell to Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248667690,PERFECT PARADOX,Legendary,Any,Kinetic,Shotgun,65,32,,43,64,70,54,2,140,,7,Rapid-Fire Frame,Full Choke,Rifled Barrel,Smoothbore,Flared Magwell,Steady Rounds,Accurized Rounds,Rampage,,,,,,,,,,,,,,,36,12,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393519051,PERFECT PARADOX,Legendary,Any,Kinetic,Shotgun,65,32,,43,64,70,54,2,140,,7,Rapid-Fire Frame,Full Choke,Rifled Barrel,Smoothbore,Flared Magwell,Steady Rounds,Accurized Rounds,Field Prep,Rampage,Rapid-Fire Frame,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,Rifled Barrel,Smoothbore,Appended Mag,Tactical Mag,Accurized Rounds,Extended Mag,Steady Rounds,Light Mag,36,12,61,,,,Demolitionist,Slideshot,Field Prep,Underdog,Firmly Planted,Threat Detector,Rampage,Swashbuckler,Trench Barrel,Opening Shot,One-Two Punch,Eye of the Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225322581,RAGNHILD-D,Legendary,Any,Kinetic,Shotgun,80,28,,30,33,38,37,3,55,,5,Aggressive Frame,Corkscrew Rifling,Light Mag,Subsistence,Adrenaline Junkie,Hakke Breach Armaments,Aggressive Frame,Smoothbore,Smallbore,Corkscrew Rifling,Barrel Shroud,Rifled Barrel,Full Choke,Extended Mag,Steady Rounds,Appended Mag,Light Mag,Tactical Mag,Assault Mag,Accurized Rounds,Subsistence,Dual Loader,29,12,64,,,,Auto-Loading Holster,Ensemble,Perpetual Motion,Steady Hands,Dual Loader,Subsistence,Ensemble,Perpetual Motion Enhanced,Steady Hands,Demolitionist,Thresh,One-Two Punch,Frenzy,Elemental Capacitor,Adrenaline Junkie,,,,,,,Thresh,Demolitionist,One-Two Punch,Frenzy,Elemental Capacitor,Adrenaline Junkie,Hakke Breach Armaments,Range,Handling,Stability,Reload Speed,Major Spec,Quick Access Sling,Boss Spec,Backup Mag,Freehand Grip,Icarus Grip,Targeting Adjuster,Sprint Grip,,,,,,,,,,,
3216652511,RECKLESS ENDANGERMENT,Legendary,Any,Kinetic,Shotgun,65,42,,65,59,50,26,,80,,6,Lightweight Frame,Full Choke,Assault Mag,Perpetual Motion,Steady Hands,Swashbuckler,Snapshot Sights,Vanguard's Vindication,One Quiet Moment,Gun and Run,Done and Dusty,Serpentine Skin,Stalwart Skin,,,,,,,,,,35,12,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108221785,RIISWALKER,Legendary,Any,Kinetic,Shotgun,65,45,,71,62,52,25,2,80,,6,Lightweight Frame,Rifled Barrel,Accurized Rounds,Slideways,Eye of the Storm,Lightweight Frame,Smallbore,Corkscrew Rifling,Full Choke,Barrel Shroud,Rifled Barrel,Smoothbore,Assault Mag,Accurized Rounds,Appended Mag,Tactical Mag,Light Mag,Extended Mag,Steady Rounds,Slideways,Hip-Fire Grip,Quickdraw,43,12,54,,,,Surplus,Firmly Planted,Eye of the Storm,Steady Hands,Iron Reach,Vorpal Weapon,Demolitionist,Swashbuckler,Killing Wind,Unrelenting,Harmony,Skulking Wolf,Range,Handling,Stability,,,,,,,Reload Speed,Quick Access Sling,Icarus Grip,Freehand Grip,Targeting Adjuster,Sprint Grip,Major Spec,Backup Mag,Counterbalance Stock,,,,,,,,,,,,,,,,,,,,,
1664372054,THREAT LEVEL,Legendary,Any,Kinetic,Shotgun,65,30,,43,65,74,52,2,140,,7,Rapid-Fire Frame,Barrel Shroud,Light Mag,Trench Barrel,Grave Robber,Rapid-Fire Frame,Rifled Barrel,Full Choke,Smallbore,Barrel Shroud,Corkscrew Rifling,Smoothbore,Appended Mag,Tactical Mag,Extended Mag,Accurized Rounds,Steady Rounds,Light Mag,Rampage,Slideshot,Trench Barrel,Surrounded,39,12,66,,,,Moving Target,Field Prep,Grave Robber,Quickdraw,Threat Detector,Snapshot Sights,Genesis,Air Assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
